,template_name,task_type,filename,original_template,human_translation,gpt_few_shot,gpt_one_shot,gpt_zero_shot,mistral_few_shot,mistral_zero_shot
288,does it follow that,natural language inference,super_glue_cb.yaml,"Given that {{premise}} Does it follow that {{hypothesis}} Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Dato che {{premise}} Segue che {{hypothesis}} SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Dato che {{premise}} Segue che {{hypothesis}} SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Ne consegue che {{hypothesis}} SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Ne consegue che {{hypothesis}} SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Segue che {{hypotesis}} Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premessa}} Si segue che {{ipotesi}} Sì, no, o forse? ||| {% if etichetta !=-1 %}{{ scelte_risposte[etichetta] }}{% endif %}"
289,justified in saying,natural language inference,super_glue_cb.yaml,"{{premise}} Are we justified in saying that ""{{hypothesis}}""? Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Siamo giustificati a dire che ""{{hypothesis}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} Siamo giustificati a dire che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ scelte[label] }}{% endif %}"
290,always/sometimes/never,natural language inference,super_glue_cb.yaml,"Suppose it's true that {{premise}} Then, is ""{{hypothesis}}"" {{""always""}}, {{""sometimes""}}, or {{""never""}} true? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Supponi che sia vero {{premise}} Allora, ""{{hypothesis}}"" Ã¨ {{""sempre""}} vero, Ã¨ vero {{""a volte""}}, o non Ã¨ {{""mai""}} vero? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Supponiamo che sia vero che {{premise}} Allora, Ã¨ ""{{hypothesis}}"" {{""sempre""}}, {{""a volte""}}, o {{""mai""}} vero? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo che sia vero che {{premise}} Allora, Ã¨ ""{{hypothesis}}"" {{""sempre""}}, {{""a volte""}}, o {{""mai""}} vero? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo che sia vero che {{premise}} Allora, Ã¨ ""{{hypothesis}}"" {{""sempre""}}, {{""a volte""}}, o {{""mai""}} vero? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponendo che sia vero che {{premise}} Allora, ""{{hypothesis}}"" è {{""sempre""}}, {{""talvolta""}}, o {{""mai""}} vero? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo che sia vero che {{premise}} Allora, è ""{{hypothesis}}"" {{""sempre""}}, {{""talvolta""}}, o {{""mai""}} vero? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
291,GPT-3 style,natural language inference,super_glue_cb.yaml,"{{premise}}
Question: {{hypothesis}} True, False, or Neither? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}}

Domanda: {{hypothesis}} Vero, Falso, o nessuno dei due? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","{{premessa}}  
Domanda: {{ipotesi}} Vero, Falso o NÃ©? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}}
Domanda: {{ipotesi}} Vero, Falso o NÃ©? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}}  
Domanda: {{hypothesis}} Vero, Falso o NÃ©? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Premessa: {{premise}}
Domanda: {{hypothesis}} Vero, Falso, o Nessuno? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}}
Domanda: {{ipotesi}} Vero, Falso, o Nessuno? ||| {% if etichetta !=-1 %}{{ opzioni_risposta[etichetta] }}{% endif %}"
292,consider always/sometimes/never,natural language inference,super_glue_cb.yaml,"{{premise}} 

Keeping in mind the above text, consider: {{hypothesis}} Is this {{""always""}}, {{""sometimes""}}, or {{""never""}} correct? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} 



Tenendo in considerazione il testo qui sopra, considera: {{hypothesis}} Ãˆ {{""sempre""}} corretto, lo Ã¨ {{""a volte""}}, o non lo Ã¨ {{""mai""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} 

Tenendo presente il testo sopra, considera: {{hypothesis}} Ãˆ {{""sempre""}}, {{""a volte""}}, o {{""mai""}} corretto? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} 

Tenendo a mente il testo sopra, considera: {{hypothesis}} Ãˆ {{""sempre""}}, {{""a volte""}}, o {{""mai""}} corretto? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} 

Tenendo presente il testo sopra, considera: {{hypothesis}} Ãˆ {{""sempre""}}, {{""a volte""}}, o {{""mai""}} corretto? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}}

Tenendo conto del testo precedente, considera: {{ipotesi}} È questo {{""sempre""}, {""talvolta""}, {""mai""}} corretto? ||| {% if label !=-1 %}{{ risposte[label] }}{% endif %}","Considerando il testo precedente, considera: {{hypothesis}} È questo {{""sempre""}, {""talvolta""}, o {""mai""}} corretto? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
293,guaranteed true,natural language inference,super_glue_cb.yaml,"Given {{premise}} Is it guaranteed true that ""{{hypothesis}}""? Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Dato {{premise}} Ãˆ sicuramente vero che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Dato {{premise}} Ãˆ garantito che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premise}} Ãˆ garantito che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Data {{premise}} Ãˆ garantito che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}}, è garantito vero che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}}, è garantito vero che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ risposte_scelte[label] }}{% endif %}"
294,must be true,natural language inference,super_glue_cb.yaml,"Given that {{premise}} Therefore, it must be true that ""{{hypothesis}}""? Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Dato che {{premise}} PerciÃ², deve essere vero che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Dato che {{premise}} Pertanto, deve essere vero che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Pertanto, deve essere vero che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Pertanto, deve essere vero che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}}, quindi deve essere vero che ""{{hypothesis}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} quindi deve essere vero che ""{{hypothesis}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
295,guaranteed/possible/impossible,natural language inference,super_glue_cb.yaml,"Assume it is true that {{premise}} 

Therefore, ""{{hypothesis}}"" is {{""guaranteed""}}, {{""possible""}}, or {{""impossible""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Assumi che sia vero {{premise}} 



PerciÃ², ""{{hypothesis}}"" Ã¨ {{""sicuro""}}, {{""possibile""}}, o {{""impossibile""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Assumi che sia vero che {{premise}} 

Pertanto, ""{{hypothesis}}"" Ã¨ {{""garantito""}}, {{""possibile""}}, o {{""impossibile""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Assumi che sia vero che {{premise}} 

Pertanto, ""{{hypothesis}}"" Ã¨ {{""garantito""}}, {{""possibile""}}, o {{""impossibile""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Assumi che sia vero che {{premise}} 

Pertanto, ""{{hypothesis}}"" Ã¨ {{""garantito""}}, {{""possibile""}}, o {{""impossibile""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Assumendo che sia vero che {{premise}}

Allora, ""{{hypothesis}}"" è {{""garantito""}}, {{""possibile""}}, o {{""impossibile""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo che sia vero che {{premise}}

Perciò, ""{{hypothesis}}"" è {{""garantito""}}, {{""possibile""}}, o {{""impossibile""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
296,does this imply,natural language inference,super_glue_cb.yaml,"{{premise}} 

Question: Does this imply that ""{{hypothesis}}""? Yes, no, or maybe? ||| {% if label !=-1 %}{{answer_choices[label]}}{% endif %}","
{{premise}} 



Domanda: Implica che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{answer_choices[label]}}{% endif %}
","{{premessa}} 

Domanda: Questo implica che ""{{ipotesi}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{answer_choices[label]}}{% endif %}","{{premessa}} 

Domanda: Questo implica che ""{{ipotesi}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{answer_choices[label]}}{% endif %}","{{premise}} 

Domanda: Questo implica che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{answer_choices[label]}}{% endif %}","{{premise}}

Domanda: Questo implica che ""{{hypothesis}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{answer_choices[label]}}{% endif %}","{{premessa}}

Question: Questo implica che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if etichetta !=-1 %}{{scelte_risposte[etichetta]}}{% endif %}"
297,MNLI crowdsource,natural language inference,super_glue_cb.yaml,"{{premise}} Using only the above description and what you know about the world, ""{{hypothesis}}"" is definitely correct, incorrect, or inconclusive? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Usando solo la descrizione qui sopra e ciÃ²  che sai riguardo al mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretta, non corretta, o inconclusiva? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretto, scorretto o inconcludente? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Utilizzando solo la descrizione sopra e ciÃ² che sai sul mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretto, scorretto o inconcludente? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretto, scorretto o inconcludente? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Utilizzando solo la descrizione sopra indicata e ciò che conosci del mondo, ""{{hypothesis}}"" è certamente corretto, errato o inconcludente? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Utilizzando solo la descrizione sopra indicata e ciò che si sa del mondo, ""{{hypothesis}}"" è certamente corretto, errato o inconcludente? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
298,should assume,natural language inference,super_glue_cb.yaml,"Given {{premise}} Should we assume that ""{{hypothesis}}"" is true? Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Dato {{premise}} Possiamo assumere che ""{{hypothesis}}"" Ã¨ vero? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Dato {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}} Dovremmo supporre che ""{{ipotesi}}"" sia vera? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}} Si dovrebbe considerare vero ""{{ipotesi}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ risposte_scelte[label] }}{% endif %}"
299,take the following as truth,natural language inference,super_glue_cb.yaml,"Take the following as truth: {{premise}}
Then the following statement: ""{{hypothesis}}"" is {{""true""}}, {{""false""}}, or {{""inconclusive""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
Prendi la premessa seguente come vera: {{premise}}

Allora l'affermazione seguente: ""{{hypothesis}}"" Ã¨ {{""vera""}}, {{""falsa""}}, or {{""inconclusiva""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","Prendi quanto segue come veritÃ : {{premise}}  
Quindi la seguente affermazione: ""{{hypothesis}}"" Ã¨ {{""vera""}}, {{""falsa""}}, o {{""inconcludente""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Prendi quanto segue come veritÃ : {{premise}}  
Quindi la seguente affermazione: ""{{hypothesis}}"" Ã¨ {{""vera""}}, {{""falsa""}}, o {{""inconcludente""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Prendi quanto segue come veritÃ : {{premise}}  
Quindi la seguente affermazione: ""{{hypothesis}}"" Ã¨ {{""true""}}, {{""false""}}, o {{""inconclusive""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Prendi come vero: {{premise}}
Poi la seguente affermazione: ""{{hypothesis}}"" è {{""vero""}}, {{""falso""}}, o {{""inconclusivo""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Considerando il seguente come vero: {{premise}}
Allora la seguente affermazione: ""{{hypothesis}}"" è {{""vero""}}, {{""falso""}}, o {{""inconclusivo""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
300,MNLI crowdsource,natural language inference,anli.yaml,"{{premise}} Using only the above description and what you know about the world, ""{{hypothesis}}"" is definitely correct, incorrect, or inconclusive? ||| {{ answer_choices[label] }}","
{{premise}} Usando solo la descrizione qui sopra e ciÃ² che conosci riguardo al mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretta, incorretta, o inconclusiva? ||| {{ answer_choices[label] }}
","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretto, scorretto o inconcludente? ||| {{ answer_choices[label] }}","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretto, scorretto o inconcludente? ||| {{ answer_choices[label] }}","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, ""{{hypothesis}}"" Ã¨ sicuramente corretto, scorretto o inconcludente? ||| {{ answer_choices[label] }}","{{premise}} Utilizzando solo la descrizione sopra indicata e ciò che sai del mondo, ""{{hypothesis}}"" è certamente corretto, errato o inconcludente? ||| {{ answer_choices[label] }}","Utilizzando solo la descrizione sopra indicata e ciò che si sa del mondo, ""{{hypothesis}}"" è certamente corretto, errato o inconcludente? ||| {{ answer_choices[label] }}"
301,should assume,natural language inference,anli.yaml,"Given {{premise}} Should we assume that ""{{hypothesis}}"" is true? Yes, no, or maybe? ||| {{ answer_choices[label] }} ","
Dato {{premise}} Dovremmo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no, o forse? ||| {{ answer_choices[label] }} 
","Dato {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {{ answer_choices[label] }}","Dato {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {{ answer_choices[label] }}","Data {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬, no o forse? ||| {{ answer_choices[label] }}","Dato {{premessa}} Dovremmo supporre che ""{{ipotesi}}"" sia vera? Sì, no, o forse? ||| {{ answer_choices[label] }}","Dato {{premessa}} Si dovrebbe considerare vero ""{{ipotesi}}""? Sì, no, o forse? ||| {{ risposte_scelte[etichetta] }}"
302,does it follow that,natural language inference,anli.yaml,"Given that {{premise}} Does it follow that {{hypothesis}} Yes, no, or maybe? ||| {{ answer_choices[label] }}","
Dato che {{premise}} Segue che {{hypothesis}} SÃ¬, no, o forse? ||| {{ answer_choices[label] }}
","Dato che {{premise}} Segue che {{hypothesis}} SÃ¬, no o forse? ||| {{ answer_choices[label] }}","Dato che {{premise}} Ne consegue che {{hypothesis}} SÃ¬, no o forse? ||| {{ answer_choices[label] }}","Dato che {{premise}} Ne consegue che {{hypothesis}} SÃ¬, no o forse? ||| {{ answer_choices[label] }}","Dato che {{premise}} Segue che {{hypothesis}} Sì, no, o forse? ||| {{ answer_choices[label] }}","Dato che {{premessa}}, si deduce che {{ipotesi}}? Sì, no, o forse? ||| {{ risposte_scelte[etichetta] }}"
